Category_1,Category_2,Ordinal_1,Feature_1,Feature_2,Feature_3,Feature_4,Feature_5,Feature_6,Feature_7,Feature_8,Feature_9,Feature_10,Feature_11,Feature_12,Target
A,Y,Low,2.24,4.7,2.291,-0.1353,0.2927,2.408,0.5483,0.933,0.03644,-1.549,0.875,4.527,-9.18
C,Y,High,0.891,5.99,1.625,-1.399,-0.7905,3.443,-1.39,2.873,-0.1938,1.613,1.045,0.6313,-38.25
,X,Medium,3.334,2.875,0.2068,-1.348,1.164,-1.161,1.149,2.504,-0.3115,-3.373,-0.952,3.094,15.164
B,X,High,-0.677,,2.047,2.295,-1.137,-2.475,0.6416,1.986,2.53,-3.896,-1.072,0.3594,105.06
C,,Low,1.93,6.72,-1.001,4.523,1.215,-3.832,2.137,-0.3647,,1.752,-0.2766,-5.93,75.5
A,X,Low,2.826,6.605,-2.012,-0.9487,4.008,-3.209,1.406,-2.754,0.75,-1.301,-3.955,-5.9,43.75
A,X,Medium,1.144,-4.61,-1.26,0.02658,3.701,-0.538,2.49,0.9067,1.934,-3.092,-2.35,0.8936,102.06
C,Y,,,,1.29,-0.0823,-1.0625,0.06073,1.337,1.441,,-0.2195,8.41,-0.969,-33.62
C,X,Low,1.924,,-1.172,-2.541,-1.947,-0.099,0.7534,5.273,-0.2434,1.888,0.1128,0.01221,-26.81
B,Y,High,1.504,0.3772,0.02473,,1.136,-2.584,-0.01036,-1.692,0.785,2.225,4.31,4.984,-0.4897
B,X,High,5.562,-0.97,0.1472,-0.7305,-0.1809,1.025,-0.712,1.566,,-1.731,-0.5825,0.06854,-8.04
A,Y,Medium,0.6523,2.748,-1.783,-1.864,-3.486,-1.081,1.888,4.54,0.2238,3.652,-0.1345,2.174,-86.06
,Y,Low,1.211,4.047,-1.214,1.309,0.03111,-1.655,0.989,,0.6704,0.525,-3.75,-2.059,2.271
C,Y,Medium,0.56,4.953,2.646,-2.246,0.9336,-0.01125,1.353,-1.753,-0.357,0.1378,-2.9,-0.1664,68.56
A,Y,Medium,,2.877,2.584,0.2522,0.05527,-4.71,1.065,1.473,-0.2255,3.252,3.676,0.9937,40.3
,Y,Medium,-2.072,0.7456,1.75,-2.178,-0.5723,3.76,1.143,-1.529,1.68,-0.891,5.75,-1.2705,72.56
C,X,Low,,2.484,-0.6113,2.342,-1.84,-2.594,1.887,3.172,1.583,0.01167,-2.91,-3.264,81.94
B,X,Low,-0.285,-2.834,1.56,-0.0916,2.096,-2.346,1.711,-0.5825,,-2.23,5.59,6.117,114.25
,,,3.158,2.41,1.089,0.4612,1.266,3.17,-0.2634,-1.02,-0.8086,-1.304,0.0768,1.885,20.9
B,Y,Low,-0.588,-0.719,-0.1609,-0.513,0.634,2.002,0.5654,1.43,0.602,-2.56,3.525,0.9297,64.9
,,Medium,7.88,2.293,2.443,-4.44,0.967,3.633,1.224,0.2286,1.931,2.229,-0.9434,-1.345,-72.75
C,X,Low,0.1891,6.883,3.395,-2.17,0.0833,0.451,0.3525,-0.725,0.9863,2.814,-2.352,0.128,21.98
A,Y,Medium,-2.078,0.5347,-1.457,1.451,-1.93,-0.554,1.589,5.4,1.755,2.96,0.5645,0.7397,-2.969
C,Y,Medium,-0.1892,-1.951,2.818,0.4453,2.46,3.186,1.508,,0.4836,1.72,2.598,0.919,65.5
A,Y,Medium,-0.9917,-2.746,-0.1854,-1.754,-1.954,-0.4175,0.2786,1.978,1.701,-0.421,1.343,2.951,1.609
A,X,,-1.642,-1.458,1.077,-4.684,0.2399,1.022,,-2.621,0.464,,2.309,,32.9
A,X,Medium,6.043,1.309,-0.3845,2.984,-0.8223,-0.919,0.69,3.41,1.986,-3.62,-2.197,-2.783,28.77
B,X,Medium,-4.75,-2.586,-2.404,-4.19,-0.1339,-1.93,-0.6704,2.684,-0.00037,-0.3367,0.6797,1.736,30.42
B,X,Low,-3.809,-2.26,0.136,-1.185,1.731,3.055,-2.348,-1.694,1.997,-0.8135,0.8516,1.213,75.0
B,Y,High,0.7056,2.113,-1.6,2.143,0.3447,2.799,0.445,1.564,0.8213,-0.1333,2.709,-2.643,24.16
B,Y,Low,-4.645,0.842,1.847,1.371,-0.371,-1.464,,1.543,1.384,-3.25,5.004,-3.043,171.4
B,Y,Low,3.56,-3.654,0.6216,0.1887,1.275,,2.13,0.712,1.879,0.2854,-1.886,0.7915,55.47
A,X,Low,,-2.553,-1.46,1.9,1.298,4.25,0.6396,,0.6133,-4.215,2.908,1.875,83.1
B,Y,,1.544,0.2365,0.6943,2.65,0.2332,0.9707,0.4197,-4.117,1.173,-0.3228,1.257,-2.574,103.1
C,Y,High,-0.3406,-1.223,1.314,-0.506,-1.579,-2.043,1.364,2.457,2.469,-2.65,0.6997,-2.057,115.1
B,Y,Medium,2.004,2.445,1.5205,0.9673,-1.527,-6.996,2.225,-3.955,-0.01987,6.19,2.064,5.32,15.945
A,X,Medium,2.98,2.99,1.1,-2.162,0.4604,1.021,0.535,2.178,0.8193,1.772,-0.537,,-22.9
C,Y,Medium,-3.082,,3.967,-2.273,-1.685,-1.645,0.704,0.593,1.045,0.682,-4.12,-0.1248,112.9
B,X,Medium,3.705,1.511,1.324,,1.521,0.9546,0.532,-0.711,2.486,3.363,-1.118,-1.756,-3.389
A,Y,Medium,-0.6943,0.962,-0.4783,2.342,-1.118,-3.34,0.84,4.31,-0.2686,1.355,-4.348,2.414,28.98
C,,Medium,2.357,3.28,0.9907,0.957,1.4,-0.835,1.928,-3.547,2.23,0.1299,-2.451,1.527,69.56
B,X,High,0.539,1.113,1.173,1.211,-0.2869,3.96,1.237,-1.179,-0.1602,-2.18,4.57,2.799,57.03
A,Y,Low,0.3918,-5.12,0.1631,2.875,-0.7354,-0.3052,-0.3435,0.5557,-0.1981,-0.749,0.5635,1.876,96.5
B,Y,Medium,-0.6143,3.84,0.7593,1.13,0.663,2.78,0.718,-0.3,0.867,-3.338,0.81,-3.424,81.4
C,Y,Medium,3.01,2.475,-2.271,,0.3606,-0.8853,0.6904,0.4446,0.923,0.998,2.824,-1.799,-15.29
A,Y,Medium,-0.8833,-0.0095,0.571,1.533,2.084,1.669,0.48,1.968,-1.252,1.385,2.873,5.09,16.34
A,Y,Medium,0.05945,,-0.2377,,-1.072,2.9,0.1126,3.621,0.4526,2.902,,-5.473,24.25
C,Y,Medium,4.805,,,0.519,-0.571,2.023,1.893,2.027,1.201,1.008,-4.277,1.406,-22.11
A,Y,Medium,3.66,-0.6943,-0.683,2.479,-1.657,-1.4,2.113,1.149,1.172,0.7397,-5.887,3.123,4.223
B,X,Medium,-0.7515,-0.1812,0.4724,-2.182,3.28,-3.057,0.481,0.0407,0.3716,3.742,3.795,1.149,42.6
B,X,Low,-1.977,0.0592,1.953,-3.76,-0.4067,0.2339,0.5513,1.738,1.738,-0.1769,0.613,0.975,47.3
B,X,Medium,4.004,1.385,2.691,3.756,-0.9697,-1.187,-1.183,-1.479,0.4197,3.318,1.945,-3.525,56.62
C,Y,Medium,-3.148,-0.1571,-0.2131,-1.461,-0.9175,-3.21,1.985,-0.2339,1.671,0.7817,-1.452,-0.986,80.2
A,,Low,4.332,0.8696,1.286,1.276,0.509,-1.576,-0.8364,-0.1862,0.637,0.8086,0.284,6.51,-20.14
B,Y,High,,-4.766,-0.628,0.6143,0.96,3.438,,-6.46,1.239,-1.589,2.223,-1.678,138.6
A,Y,High,-1.985,3.492,-0.3213,1.392,2.553,0.659,1.186,-3.623,1.074,3.443,-0.3594,-1.009,69.94
B,X,Low,-1.77,-1.603,2.36,1.709,-0.4856,,0.7056,2.965,-1.995,-2.951,0.1555,-3.977,162.2
A,,Low,-1.381,0.5635,-1.577,2.473,0.834,-0.3523,1.903,1.643,1.459,0.2317,4.375,-0.936,107.5
A,Y,Low,-4.53,-5.707,0.309,-0.604,1.073,-1.166,0.601,0.1089,2.494,-1.958,-2.996,-1.1455,146.9
A,Y,Low,-2.75,-2.203,-2.336,2.025,-0.0511,2.768,-0.294,5.273,1.349,-0.928,1.739,5.566,26.86
C,X,Low,1.478,-2.785,0.575,-3.045,2.348,1.596,-0.03677,3.242,-0.718,0.2151,-6.266,1.9,15.37
B,Y,Low,-0.7593,3.219,0.465,-2.404,1.993,0.996,0.645,1.886,2.482,,-1.639,1.296,-11.805
C,X,High,2.89,-5.12,2.2,2.645,0.0342,,0.9233,4.46,1.483,0.628,,3.027,74.75
B,X,High,-0.877,-0.7886,0.6934,-3.28,1.365,-3.441,1.954,4.582,0.4,-0.1082,-2.338,5.11,26.23
A,Y,Medium,-1.668,1.524,-1.869,-3.623,2.008,-0.548,1.089,2.49,-0.00671,-2.264,2.25,,-2.225
A,Y,High,-3.217,1.015,0.3887,0.2411,1.058,-0.10187,0.5776,0.858,-0.2588,5.453,0.966,-1.554,41.34
B,X,Low,4.336,-0.7007,-0.9067,-2.611,-0.5386,2.275,-1.096,1.852,1.037,1.618,-1.29,-0.953,-54.9
C,X,Low,0.911,-0.03162,-1.735,3.46,-1.035,2.54,-0.1503,,-1.432,2.283,0.4407,0.3936,18.2
C,X,Low,-0.2311,1.32,-0.4617,-0.5366,-2.646,1.533,0.892,1.724,-0.05576,-4.01,-2.492,-2.57,42.8
C,Y,Medium,1.73,-1.718,-0.73,-2.508,-1.247,-2.484,1.204,4.273,,0.283,-0.6294,-6.23,23.33
C,X,High,-0.04413,4.555,,-2.064,-0.59,3.674,1.109,1.888,2.334,-1.455,0.1876,-4.6,53.8
B,X,Low,-0.2742,1.372,-0.8135,2.12,2.611,1.977,0.4438,1.583,-0.953,-2.633,-0.1406,3.807,51.72
C,X,,1.359,0.887,-1.994,6.504,0.2118,1.735,0.6772,0.1257,2.518,0.854,4.71,5.883,85.75
B,Y,Medium,-4.633,-0.3408,3.328,-1.825,0.059,0.3345,2.006,0.487,-1.34,-0.0574,3.531,-0.6855,108.56
C,X,,-0.2128,-0.9214,,2.246,-0.9077,3.467,0.508,2.709,-0.7554,-3.377,-1.174,1.359,68.0
B,Y,Low,1.919,2.617,,1.877,-0.649,,-0.3955,-0.5845,-1.465,2.062,0.2158,4.492,-0.61
C,Y,Medium,1.983,-1.723,0.9243,-0.6016,2.186,-3.098,-0.1663,-3.059,0.8853,-2.414,-1.188,3.031,103.3
B,Y,High,-4.395,0.3462,1.072,4.445,1.8955,-0.671,0.503,,1.175,3.146,1.829,-3.127,142.9
C,Y,High,-3.443,4.01,-0.4314,2.02,,-0.849,1.063,-1.146,0.06445,-2.988,-0.9136,-0.1775,119.56
B,Y,Low,0.23,0.3652,0.0621,-1.41,-0.724,2.352,0.948,-2.525,2.324,1.458,1.265,5.785,-1.202
C,Y,Low,3.885,0.003302,-2.91,1.477,0.9717,0.4788,,-0.7344,2.64,2.877,-3.887,1.476,-14.76
A,X,Low,,3.09,-0.03174,0.843,2.242,-3.092,1.821,0.4026,2.283,-2.998,-0.10913,0.608,87.94
A,,Low,,2.072,-0.1332,-2.37,1.717,0.437,1.343,-0.05594,0.9976,-1.355,-1.145,0.2113,54.25
,Y,Medium,0.9175,2.662,-0.1587,0.2527,-1.9795,1.573,0.2179,1.207,0.145,2.566,,3.264,-21.61
B,X,Low,0.741,,1.653,-0.0867,-2.416,2.734,2.547,-1.266,0.6934,-1.5,3.297,5.145,77.56
A,X,Medium,2.889,-2.445,0.02089,3.055,-1.76,-1.154,1.062,-1.67,-0.4387,1.769,4.312,0.3127,58.88
C,X,Medium,6.566,0.3533,-1.207,-1.551,1.233,5.58,1.208,5.156,-1.472,0.2216,0.1471,2.576,-79.94
B,X,High,1.856,-3.533,1.284,-3.31,-0.1378,-3.158,0.986,1.997,2.744,,-3.262,-2.305,73.94
C,X,Low,-1.775,3.283,,1.187,-1.212,0.228,1.687,1.66,0.2389,0.797,-1.137,-0.179,53.1
B,X,Low,-2.51,1.459,-3.098,-2.822,-1.112,2.346,0.01633,3.271,-0.745,-2.61,0.4097,2.275,-27.73
C,X,Low,-0.703,-2.4,0.431,-0.761,1.503,-1.01,0.00575,-2.617,-0.778,-1.281,,1.449,118.06
C,Y,Medium,3.314,-2.81,1.58,-1.301,-1.296,-0.2512,1.756,0.828,1.512,0.946,1.733,1.34,22.38
A,Y,Medium,0.757,2.393,1.688,0.756,0.4421,-1.542,-0.3442,-3.67,1.577,-1.955,-2.236,2.615,73.2
A,Y,Medium,1.507,-3.996,-1.098,-0.3315,2.17,-3.607,1.223,,2.611,-4.055,3.547,2.904,55.8
C,Y,High,1.788,-0.313,0.2664,4.535,1.323,-2.332,1.448,4.816,-0.0768,-1.879,-1.716,2.121,92.2
B,X,Medium,3.84,-0.03162,2.547,0.5044,-0.8296,0.2505,2.588,-0.0886,0.456,3.158,-1.205,3.7,27.08
C,X,Low,-3.16,4.473,0.901,-3.467,0.803,-1.462,-0.4438,1.798,-0.1287,1.661,-1.523,-1.515,40.25
C,Y,High,-2.584,1.578,,-0.574,2.873,0.5996,-0.2805,0.457,1.188,,-0.4404,2.922,24.67
B,X,High,-7.383,0.1995,-0.3323,0.7075,0.873,3.006,0.5635,0.9463,1.122,-1.748,3.627,0.8584,127.25
B,Y,Low,4.38,-1.727,-0.9077,-1.488,0.3984,-6.277,2.225,0.8115,1.007,3.799,0.07043,-1.637,-1.756
A,X,Low,2.072,-0.1324,-0.9746,2.104,-0.5645,0.6885,2.332,0.05463,0.0545,-3.621,-2.553,0.4988,93.2
A,X,Medium,4.95,0.869,1.038,1.116,1.173,1.45,0.9727,0.6274,0.868,-4.52,1.632,0.849,57.56
B,Y,High,1.002,,-1.852,1.3955,-0.674,-1.446,1.65,-0.01024,0.521,-0.4497,2.389,-1.414,58.03
C,X,Low,-1.642,-0.02628,1.788,,1.319,-0.05118,0.9507,0.6357,1.724,1.26,-2.178,2.275,82.94
C,X,Medium,-1.548,-6.246,-0.421,-3.137,-1.412,-0.8,1.456,-0.1797,2.014,-2.275,1.118,1.046,118.4
A,Y,High,1.421,-1.5205,-3.074,-0.1614,0.661,1.971,-0.431,3.31,0.1342,,-1.501,1.393,-17.12
B,X,Medium,4.004,-2.906,1.479,-2.967,3.395,2.363,1.557,-1.449,1.086,2.602,-1.528,1.066,12.21
C,X,Low,,0.6147,0.4104,0.7866,2.434,1.701,2.352,2.918,-1.07,-2.336,3.121,5.03,60.94
B,X,High,1.912,-1.078,0.402,0.68,0.002132,-3.887,1.184,5.465,-1.24,,1.123,-2.1,43.84
A,Y,Low,-0.581,3.684,-0.4966,0.05484,-1.09,-0.4014,2.012,0.794,1.97,2.414,5.168,1.338,5.082
,Y,Low,3.436,-4.066,0.6006,0.278,-0.02718,-8.67,0.692,2.654,1.24,-0.4722,,0.49,50.4
,X,Medium,-0.769,-0.11163,-1.032,-0.4778,0.5435,2.715,1.306,4.332,2.033,2.191,0.775,-0.321,9.04
C,Y,High,0.7393,-1.651,-0.1241,0.02364,,3.816,0.2306,2.918,1.239,0.3276,-2.488,-2.658,24.62
C,X,Medium,0.9272,0.4475,,-2.803,,2.982,0.7646,0.9614,1.871,-2.766,1.1455,0.1356,8.2
B,X,Low,-0.4302,-2.658,-2.246,-0.928,-0.093,-2.4,1.406,0.411,1.537,3.941,1.191,-0.5796,15.414
,X,Medium,-1.534,-2.893,-0.9673,0.7354,1.718,5.21,2.36,-1.5205,1.659,-0.806,-1.555,3.654,65.0
B,,High,3.717,-1.234,-1.135,-0.696,1.096,1.232,1.756,-2.09,1.6875,-2.871,-1.153,2.947,21.56
C,X,High,-6.285,1.089,-3.209,0.932,-0.3555,-1.32,0.0969,-0.0169,-0.648,2.2,-0.1898,-0.06168,60.9
A,X,High,-0.595,3.46,0.2057,2.271,0.06287,1.974,0.1733,-2.19,0.873,-2.623,0.5435,-0.175,91.2
,Y,Low,1.308,3.293,1.526,-1.017,2.57,-2.69,1.949,3.316,1.537,0.541,-3.283,-2.99,49.22
A,Y,Medium,1.204,5.145,0.7827,,-0.997,1.948,1.325,-1.423,0.3477,,-2.48,1.191,-57.62
A,X,Medium,-1.956,-1.678,2.13,-0.1875,2.156,8.664,2.727,5.758,1.352,2.459,0.9253,-3.525,57.6
B,,Low,2.441,-1.631,1.248,1.722,-0.5366,-0.1765,-0.5127,3.04,0.524,2.986,-1.976,-2.184,11.5
A,X,Low,0.699,-1.332,0.8447,5.316,1.973,,0.8545,,0.5845,3.062,1.309,2.508,94.1
C,Y,Medium,1.935,-0.792,,-2.701,-0.7153,-0.936,0.6753,3.078,-0.4368,-1.581,-2.229,-4.055,36.78
B,X,Low,-1.633,-2.697,0.945,-1.101,3.78,1.635,1.098,2.55,0.2988,-0.2153,1.142,,92.44
C,Y,,-2.11,1.642,0.224,0.2052,-0.621,-2.35,2.467,-0.4744,1.292,3.848,-2.27,-0.5684,57.7
A,Y,Medium,4.33,2.033,-0.878,-3.746,-0.2302,,1.361,-2.818,-0.3945,-0.7227,0.5127,0.623,-29.52
C,X,Low,-2.318,3.744,-0.8066,-0.842,-1.024,2.191,1.777,1.03,1.938,3.455,-1.849,2.393,9.266
A,X,Low,-1.492,3.244,-2.586,-1.935,1.967,0.644,1.853,-1.797,4.453,2.07,0.687,-0.2223,6.234
A,Y,Medium,-3.412,5.035,0.679,-1.155,1.296,1.221,1.718,-0.975,0.341,0.377,-1.619,-0.4006,63.16
A,X,Low,-6.582,3.291,1.487,-0.4407,0.6636,1.971,0.0379,0.08826,1.193,-0.333,-0.6787,-1.116,104.9
B,,Low,0.9375,-0.1469,-0.417,-0.778,2.113,2.156,1.413,-1.682,-1.3955,-1.139,-0.0781,4.367,22.25
C,Y,Medium,1.825,2.75,-1.416,0.8706,2.146,1.785,,1.744,0.865,2.28,-2.562,1.631,-14.8
C,,Low,-0.1083,-2.38,-3.791,0.2123,-0.08356,-1.191,-0.0003445,4.367,1.149,2.406,1.753,-0.4673,5.574
,,Low,4.242,2.834,1.254,-1.486,-1.202,1.435,0.748,3.66,-0.344,-1.665,0.642,1.048,-23.52
C,Y,High,0.349,-0.06525,-1.107,-2.246,-1.023,,2.33,2.662,1.369,3.447,3.164,-0.77,8.7
A,Y,Low,-2.338,0.2961,0.4495,-1.213,1.178,-2.436,0.4575,-2.076,1.437,1.853,-1.914,3.066,52.47
A,Y,Medium,0.871,-0.863,-0.02666,3.521,1.135,2.865,1.604,0.8335,4.316,3.176,-1.795,-0.5874,67.56
C,Y,High,4.777,3.895,2.236,-1.017,-0.2515,-1.724,0.565,0.608,0.5024,-1.792,3.062,-1.015,17.55
A,X,Medium,1.726,-2.75,-2.201,-1.466,-0.5864,2.71,2.232,1.515,0.2703,2.377,2.723,-1.359,-16.78
A,Y,Medium,0.7627,-0.02321,2.646,-0.995,0.1603,-3.975,0.5137,-1.738,2.244,-1.81,2.469,3.762,75.94
B,Y,Low,-2.77,-2.92,0.2034,0.822,1.619,-3.56,2.377,,2.168,3.52,-1.542,4.707,95.9
C,X,Low,4.945,3.637,-0.3328,2.379,1.752,1.71,1.558,-4.785,-0.603,-1.162,6.348,0.708,54.56
B,,Medium,-2.74,2.273,0.2274,,1.683,1.894,-0.4912,0.859,0.7793,-2.418,-0.1869,-2.236,57.62
C,X,Medium,0.6636,3.89,-0.1193,-1.627,0.475,2.426,0.2169,0.03976,1.24,,-0.454,0.3042,23.61
B,Y,Medium,-1.118,2.486,-0.7783,0.58,-2.021,0.995,0.37,,1.635,0.4287,-1.876,4.207,30.36
B,X,Low,1.403,4.57,-0.342,2.098,0.5303,3.277,2.494,0.183,-0.891,-1.832,2.658,-1.366,33.3
B,X,Low,3.824,3.836,1.113,0.228,4.35,,1.107,-1.844,2.537,5.85,2.41,1.534,-44.12
C,X,High,1.698,-2.58,,-3.258,0.00624,-4.336,0.7935,4.62,2.074,1.932,1.631,-0.3704,11.28
C,X,Low,1.458,0.2311,2.086,,0.3352,1.828,2.31,3.102,2.443,2.414,-5.7,0.817,80.2
C,Y,High,-1.75,4.203,-4.465,-0.4875,0.3528,-1.044,0.5474,4.918,-2.13,0.3906,1.977,-0.3867,-16.06
B,Y,Low,1.821,-2.307,3.71,-2.227,0.2043,0.9097,2.697,2.953,1.71,-0.4043,-2.62,-1.028,56.06
B,Y,Low,0.1937,-0.4326,3.895,0.3352,0.4363,1.476,2.467,0.8345,1.992,5.027,-0.413,0.749,41.53
C,Y,High,0.7427,-5.184,1.342,-0.907,,-2.232,0.6665,-0.52,-0.157,-1.658,0.9976,1.861,106.5
C,X,High,6.88,1.108,-1.678,0.1448,-2.477,0.4792,-1.264,5.168,-0.4705,1.508,-0.588,-0.7407,-91.75
,,Low,2.414,-2.973,0.4553,1.942,-1.444,1.673,1.033,4.695,1.842,-2.438,-5.473,7.008,40.4
C,X,Low,-1.846,3.107,,-1.591,-2.486,,1.382,4.383,1.311,-1.727,-3.64,1.66,20.0
B,Y,Medium,,-2.977,1.517,,0.426,-1.208,-0.8984,1.566,-0.2021,-0.6416,-1.467,1.394,17.3
C,X,Low,4.293,0.4824,1.211,-2.541,-0.785,-2.215,-0.541,-2.592,1.342,3.549,-0.343,-2.807,12.46
A,X,Low,1.592,1.132,-0.486,-0.1027,,-5.117,-0.29,0.903,1.181,-2.266,2.148,3.664,49.25
A,X,Low,-2.785,2.936,0.4714,-1.8125,0.7534,1.24,1.625,2.201,0.938,-2.39,-0.562,0.7617,60.0
B,Y,High,-5.402,-1.084,1.064,-2.332,1.42,-0.6484,0.1833,2.355,-0.53,5.305,-0.8745,1.033,24.98
,Y,,-1.161,-3.2,,-1.005,-0.767,-2.547,,-0.3647,0.428,2.072,-3.32,-0.942,70.6
A,X,Medium,-0.4224,0.4368,0.688,0.929,1.65,-4.062,1.985,1.461,0.9717,-2.58,-1.781,-2.771,119.94
B,Y,High,3.254,2.137,1.422,-1.738,0.969,0.2034,1.445,1.628,0.579,3.266,-1.375,0.5547,-25.62
B,Y,,4.84,-0.9863,1.841,-2.918,2.041,-0.1605,-0.02945,1.552,2.361,-0.3748,4.72,1.254,-10.58
B,,Medium,6.348,-0.7134,3.041,-0.2554,2.02,1.491,0.8804,7.453,2.777,2.94,-3.379,4.18,-51.28
C,X,Medium,0.41,2.117,0.4482,0.866,-0.4878,2.168,0.8867,0.08356,1.366,1.059,-0.222,5.203,25.64
A,X,Medium,-1.852,0.4417,-0.7676,,0.546,,3.418,,-0.1669,-2.498,-2.598,2.197,62.03
,X,Low,4.27,0.4084,-0.766,-0.929,0.7886,2.521,0.8315,1.306,1.045,4.21,0.802,2.412,-44.06
B,X,Medium,0.1126,0.6924,2.8,0.9194,-0.474,-0.326,1.267,2.447,1.578,0.4907,3.188,3.053,55.94
B,Y,Medium,-0.041,-1.68,0.2656,3.885,0.9727,0.1864,,0.3635,1.105,-2.572,0.7344,-0.9146,135.8
B,X,Low,-0.02872,-1.344,0.411,0.514,0.3198,-4.215,0.5376,4.27,0.1169,0.1506,1.247,-2.252,70.75
B,X,Low,,0.879,-2.25,3.53,-1.094,-0.524,0.3713,-0.7705,2.223,-1.344,-5.26,2.135,49.0
B,X,Medium,-1.208,-1.484,1.15,0.3892,3.088,-2.246,0.934,4.605,0.749,6.105,5.848,0.751,32.34
B,Y,High,0.618,-0.2637,2.273,-2.326,-1.053,-2.81,1.148,-0.03848,0.871,1.143,-2.805,0.8433,41.8
B,,Low,1.35,1.967,2.555,1.572,-1.813,0.783,1.706,0.86,,1.342,0.1674,4.043,27.31
A,Y,Medium,1.1455,4.836,-2.068,-1.59,2.65,1.179,1.452,1.165,0.1356,0.0378,1.839,-0.3477,-22.92
A,Y,High,-5.17,0.354,0.2583,0.3708,0.8003,0.879,0.829,0.3691,1.174,1.747,0.1929,0.8203,62.38
B,Y,Medium,4.34,8.96,-0.823,-5.383,0.401,-2.385,0.509,-3.062,-1.006,0.8745,3.012,1.762,-91.6
C,X,Low,3.645,-3.312,0.0373,-0.8877,-2.098,4.445,-0.6216,2.766,0.9326,-0.786,0.4292,3.004,2.01
C,Y,Low,-2.375,-3.645,3.703,-0.3992,-2.686,3.39,,-0.708,1.322,0.2408,-1.704,-4.965,140.5
B,X,Low,4.523,-2.254,-3.16,-4.68,-2.06,-0.3652,0.818,-1.628,1.431,2.812,-3.299,,-48.2
C,X,High,7.938,2.979,-1.624,-0.349,1.981,,-0.082,-0.129,-0.903,-0.8247,,,-22.75
A,,Medium,0.8022,2.398,3.977,0.4272,-2.42,-4.82,1.166,-1.442,1.057,1.651,1.644,-0.1499,88.2
A,Y,High,-0.3733,-2.477,-2.518,0.7935,0.0593,0.959,2.865,3.412,-0.3445,0.2085,0.1313,1.229,22.61
B,Y,Medium,-3.545,-2.893,0.8516,2.193,1.009,-4.523,,-0.881,0.8345,1.496,0.6113,2.588,139.8
B,Y,Medium,3.385,-0.5977,-1.343,1.036,2.604,-1.912,0.394,2.764,1.228,3.76,0.6626,3.682,-31.28
C,,High,4.39,1.613,0.5234,-1.578,2.307,-0.682,2.146,1.935,1.227,3.17,3.637,-2.436,-2.684
C,Y,Medium,5.367,3.502,-2.55,-2.492,0.001013,,1.699,2.527,0.4539,2.81,2.037,7.676,-134.4
C,X,Low,-1.565,6.34,1.429,4.11,1.394,2.88,-0.3196,-2.725,,-1.309,2.867,2.377,116.7
,X,High,0.627,0.3472,,-0.705,0.05096,0.642,0.604,-3.082,-0.6943,2.12,,5.63,34.44
A,Y,Medium,-2.463,-1.271,-0.9736,0.1566,-1.637,,0.4087,,0.5356,-3.1,3.143,-4.78,93.25
C,X,Low,,-1.886,-0.3088,1.122,0.4807,-3.053,0.3901,2.023,0.886,-1.45,-1.036,-1.246,68.06
C,X,Medium,3.889,2.42,,-2.752,0.151,0.5005,1.521,-0.4463,0.7383,0.83,-0.3652,-4.777,26.11
C,X,Low,-1.331,1.661,-1.007,0.7646,0.61,2.578,0.3374,4.957,1.489,-2.402,1.915,2.564,54.53
B,Y,Low,0.3083,-2.785,1.037,1.418,-0.748,2.55,0.1815,-1.942,,3.512,0.8086,3.04,63.53
A,X,Low,0.535,0.9937,1.368,2.525,-1.444,-3.379,0.726,,1.387,-0.3918,7.78,-2.107,122.0
A,X,Medium,2.594,3.92,3.115,-0.1333,-0.6875,0.3196,0.9346,-0.7607,1.681,0.904,3.646,0.5127,30.84
C,X,Low,3.43,3.658,1.747,-0.6523,0.9746,-1.284,1.441,,-0.622,-1.062,-2.81,-1.826,27.81
C,Y,,0.11444,1.662,2.85,-0.4407,-0.636,-2.357,1.942,0.6274,-1.852,0.549,2.514,-3.393,74.7
B,X,Low,-1.227,-1.749,0.6963,4.9,0.803,5.6,1.954,-3.58,0.4836,4.895,0.0671,0.1537,103.25
C,Y,Low,1.78,2.865,2.215,0.634,1.27,0.0693,2.389,-3.033,1.538,0.4104,-1.598,-1.18,98.5
B,X,Low,1.726,2.074,0.4211,0.5337,-2.068,1.9,0.2327,-1.834,1.281,-1.865,,2.637,37.1
A,X,Medium,-1.796,-5.555,0.06046,2.201,1.224,1.927,2.209,0.1392,-0.2878,2.195,5.65,-0.1586,104.5
,X,High,-2.785,-0.7817,-1.311,,0.7515,1.823,0.914,-1.562,0.812,-1.05,-1.247,0.3386,112.06
B,Y,Medium,-2.148,-0.7876,2.078,1.808,-0.1239,2.71,2.217,2.059,1.314,0.4897,-6.875,-0.6333,106.75
A,Y,High,-0.938,-1.753,0.578,0.83,-1.473,1.506,-0.3977,3.508,0.854,-3.55,-2.652,1.934,51.66
C,X,High,0.8423,-1.471,-4.79,2.453,3.727,-0.4412,-0.4941,-0.695,0.2347,1.323,-3.385,2.828,43.34
C,Y,Low,1.341,-0.925,1.255,-0.4993,1.217,-1.173,2.225,2.26,0.911,-5.344,5.504,0.853,105.6
C,X,,-0.709,1.216,-0.1722,0.37,2.994,2.305,2.709,1.248,1.474,4.703,-1.418,2.166,22.53
B,X,Medium,3.19,-2.072,,2.514,2.125,1.897,0.3794,2.623,-0.401,0.4448,-0.5405,-2.22,32.72
